CENSUS v1 records=6844 census_bytes=3361382400 census_default_heap=3224543232 census_upload_readback=136839168 d3d12ma_allocated=3361382400 d3d12ma_blocks=3712090112 driver_usage=4096929792 driver_budget=16165400576 swapchain=14764032 pso_creates=6765 pso_compiles=64 pso_driver_eager=1 descheap_bytes=32032768 cmdalloc=36 pso_compile_ms=19.6 pso_compile_max_ms=1.3 d3d12ma_allocated_video=3224543232 d3d12ma_blocks_video=3513581568
# STAGES label driver_usage_bytes census_bytes pso_creates
# STAGE device_created       0 0 0
# kind bytes w h d mips arr samples fmt bind misc usage alias "name"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 1488 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 33024 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 336 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 64 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 24192 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 65536 10368 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 65536 15744 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 65536 33024 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 65536 33024 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 65536 33024 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 65536 58752 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 31088 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 1056 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 7648 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 4489 0 0 0 0 0 - 0x8 0x0 0 0 "HairParticleSystem::vertexBuffer_length"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16080 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 5808 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 21184 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 21856 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 5088 0 0 0 0 0 - 0x4 0x0 0 0 "HairParticleSystem::constantBuffer"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 1040 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 512 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 816 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 12256 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 144 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 2000 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 4489 0 0 0 0 0 - 0x8 0x0 0 0 "HairParticleSystem::vertexBuffer_length"
B 65536 4489 0 0 0 0 0 - 0x8 0x0 0 0 "HairParticleSystem::vertexBuffer_length"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 368 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 6352 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 1376 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 240 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 12992 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 1488 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 11952 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 4080 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 4489 0 0 0 0 0 - 0x8 0x0 0 0 "HairParticleSystem::vertexBuffer_length"
B 65536 4489 0 0 0 0 0 - 0x8 0x0 0 0 "HairParticleSystem::vertexBuffer_length"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 4489 0 0 0 0 0 - 0x8 0x0 0 0 "HairParticleSystem::vertexBuffer_length"
B 65536 4489 0 0 0 0 0 - 0x8 0x0 0 0 "HairParticleSystem::vertexBuffer_length"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 1296 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 192 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 1152 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 5088 0 0 0 0 0 - 0x4 0x0 0 0 "HairParticleSystem::constantBuffer"
B 65536 64 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 5088 0 0 0 0 0 - 0x4 0x0 0 0 "HairParticleSystem::constantBuffer"
B 65536 5088 0 0 0 0 0 - 0x4 0x0 0 0 "HairParticleSystem::constantBuffer"
B 65536 1696 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 5088 0 0 0 0 0 - 0x4 0x0 0 0 "HairParticleSystem::constantBuffer"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 5088 0 0 0 0 0 - 0x4 0x0 0 0 "HairParticleSystem::constantBuffer"
B 65536 4489 0 0 0 0 0 - 0x8 0x0 0 0 "HairParticleSystem::vertexBuffer_length"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 4489 0 0 0 0 0 - 0x8 0x0 0 0 "HairParticleSystem::vertexBuffer_length"
B 65536 4489 0 0 0 0 0 - 0x8 0x0 0 0 "HairParticleSystem::vertexBuffer_length"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 4489 0 0 0 0 0 - 0x8 0x0 0 0 "HairParticleSystem::vertexBuffer_length"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\Industrial Collection\Bottles\Bottle_surface.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\industrial collection\boxes\Old Explosive Crate_surface.dds"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\Military Collection\Tents\Camo-Dirty-Tent\Dirty Military Tent-Sheet_color.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\Military Collection\Beds\Military Bed-Bunk_normal.dds"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 64 64 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 64 1 1 1 1 R8G8B8A8_UNORM 0x8 0x0 0 0 "imageTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 64 64 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 64 64 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 256 64 1 1 1 1 R8G8B8A8_UNORM 0x8 0x0 0 0 "imageTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 256 64 1 1 1 1 R8G8B8A8_UNORM 0x8 0x0 0 0 "imageTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 256 64 1 1 1 1 R8G8B8A8_UNORM 0x8 0x0 0 0 "imageTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 256 64 1 1 1 1 R8G8B8A8_UNORM 0x8 0x0 0 0 "imageTex"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\Max Collection\Cellar\Factory Light_surface.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\charactercreatorplus\parts\Adult Male\adult male head 15_normal.dds"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\Military Collection\Beds\Military Bed-Bunk_surface.dds"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x18 0x0 0 0 "renderTex"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\charactercreatorplus\parts\Adult Female\Adult Female feet 05_normal.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\Industrial Collection\Barrels\Bin Full_normal.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\Industrial Collection\Barrels\Bin Full_surface.dds"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\charactercreatorplus\parts\Adult Female\Adult Female head 07_color.dds"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\Max Collection\Barrels\Barrel Rusty_color.dds"
T 65536 67 67 1 1 8 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
