CENSUS v1 records=6844 census_bytes=3361382400 census_default_heap=3224543232 census_upload_readback=136839168 d3d12ma_allocated=3361382400 d3d12ma_blocks=3712090112 driver_usage=4096929792 driver_budget=16165400576 swapchain=14764032 pso_creates=6765 pso_compiles=64 pso_driver_eager=1 descheap_bytes=32032768 cmdalloc=36 pso_compile_ms=19.6 pso_compile_max_ms=1.3 d3d12ma_allocated_video=3224543232 d3d12ma_blocks_video=3513581568
# STAGES label driver_usage_bytes census_bytes pso_creates
# STAGE device_created       0 0 0
# kind bytes w h d mips arr samples fmt bind misc usage alias "name"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 80 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 1456 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 192 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 24192 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 65536 15744 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 65536 256 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 320 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 4464 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 64 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 15744 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 65536 19200 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 65536 496 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 48 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 46592 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 1312 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 1488 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 21952 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 656 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 14704 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 496 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 2896 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 336 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 23616 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 1840 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 1616 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 208 0 0 0 0 0 - 0x48 0xA 0 0 "res.bins"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 48 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 2464 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 848 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 2512 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 5088 0 0 0 0 0 - 0x4 0x0 0 0 "HairParticleSystem::constantBuffer"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 32 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 1344 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 5088 0 0 0 0 0 - 0x4 0x0 0 0 "HairParticleSystem::constantBuffer"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 5088 0 0 0 0 0 - 0x4 0x0 0 0 "HairParticleSystem::constantBuffer"
B 65536 7808 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 128 0 0 0 0 0 - 0x4 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
