CENSUS v1 records=6340 census_bytes=2428788736 census_default_heap=2343329792 census_upload_readback=85458944 d3d12ma_allocated=2428788736 d3d12ma_blocks=2610561024 driver_usage=2983800832 driver_budget=16165400576 swapchain=14764032 pso_creates=6765 pso_compiles=47 pso_driver_eager=1 descheap_bytes=32032768 cmdalloc=38 pso_compile_ms=13.3 pso_compile_max_ms=1.0 d3d12ma_allocated_video=2343329792 d3d12ma_blocks_video=2463760384
# STAGES label driver_usage_bytes census_bytes pso_creates
# STAGE device_created       0 0 0
# kind bytes w h d mips arr samples fmt bind misc usage alias "name"
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 76032 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 76032 0 0 0 0 0 - 0x49 0x10814 0 0 "MeshComponent::streamoutBuffer"
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 88872 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 88872 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 88872 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 71208 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 76320 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 81096 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 97632 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 97632 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 69840 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 86016 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 104544 0 0 0 0 0 - 0x8 0x0 0 0 "HairParticleSystem::indexBuffer"
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 68448 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 79608 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 90864 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 90864 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 70128 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 109824 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 70656 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 70656 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 76320 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 88872 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 131072 84500 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 9184 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
B 65536 20688 0 0 0 0 0 - 0x1 0x0 0 0 ""
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
B 65536 22080 0 0 0 0 0 - 0x1 0x0 0 0 ""
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\columns\Column A_surface.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\columns\Column D_color.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
B 65536 256 0 0 0 0 0 - 0x1 0x0 0 0 ""
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\walls\Wall A_surface.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\carvedstone_surface.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\walls\Wall A_normal.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\walls\Wall A_color.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\walls\Wall C_surface.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\walls\Wall C_normal.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\walls\Wall C_color.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\walls\Wall H_surface.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 8 8 1 1 1 1 B8G8R8A8_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\gamecore\projectileTypes\modern\flamethrower\flamethrower_n.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\templebrick_color.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\gamecore\projectileTypes\kita\kitagrenade\m67_surface.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\gamecore\projectileTypes\enhanced\m67\m67_surface.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x48 0x0 0 0 "texture_curlNoise"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 64 64 1 3 6 1 BC6H_UF16 0x8 0x1 0 0 "EnvironmentProbeComponent::texture"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 24 13 1 1 16 1 R16_FLOAT 0x48 0x0 0 0 ""
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 48 26 1 1 16 1 R16_FLOAT 0x48 0x0 0 0 ""
T 65536 8 8 1 1 1 1 B8G8R8A8_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\gamecore\projectileTypes\cybernoir\flamethrower\flamethrower_n.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 8 8 1 1 1 1 B8G8R8A8_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\gamecore\projectileTypes\cybernoir\plasma\plasma_n.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\templefloor_surface.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\Jungle Collection\Rock\Flat Rock_color.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\mozaic tiles_surface.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\trimbrick corner_surface.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\columns\Column G_surface.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\dragonhead_normal.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\carvedstone_color.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 128 128 1 1 1 1 R8G8B8A8_UNORM 0x8 0x0 0 0 "HELPERTEXTURE_BLUENOISE"
T 65536 32 32 32 1 1 1 R16_FLOAT 0x48 0x0 0 0 "textures[TEXTYPE_3D_WIND_PREV]"
T 65536 32 32 32 1 1 1 R16_FLOAT 0x48 0x0 0 0 "textures[TEXTYPE_3D_WIND]"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 1 1 1 1 6 1 R8G8B8A8_UNORM 0x8 0x1 0 0 "HELPERTEXTURE_BLACKCUBEMAP"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\Jungle Collection\Rock\Flat Rock_normal.dds"
B 65536 8978 0 0 0 0 0 - 0x48 0x0 0 0 "wetmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\Jungle Collection\Plants\Monstera_surface.dds"
T 65536 256 256 1 9 1 1 BC1_UNORM 0x8 0x800 0 0 "D:\DEV\BUILD\GameGuru Wicked MAX Build Area\Max\Files\entitybank\aztec game kit\scenery\ancient city\templebrick ivy_color.dds"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
T 65536 67 67 1 1 7 1 R8_UNORM 0x8 0x0 0 0 "wi::terrain::ChunkData::blendmap"
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
B 65536 16766 0 0 0 0 0 - 0x2 0x0 0 0 ""
